bahan_id,tanggal,tipe,jumlah,stok_sebelum,stok_sesudah,referensi_po_spk,catatan,petugas
MG-2604-BH0064,2026-06-22 00:00:00,KELUAR_PRODUKSI,134.0,1163.0,1029.0,SO-MG260172,Warna: NAVY-YELLOW | Style: CATALYST FL | NAVY-YELLOW,Import Excel 2026
MG-2604-BH0064,2026-06-22 00:00:00,KELUAR_PRODUKSI,140.0,1029.0,889.0,SO-MG260173,Warna: HITAM-BW | Style: VESTIGE FL | NAVY-GREEN,Import Excel 2026
MG-2604-BH0064,2026-06-22 00:00:00,KELUAR_PRODUKSI,181.0,889.0,708.0,SO-MG260174,Warna: HITAM-PUTIH | Style: AVENOR FL | HITAM,Import Excel 2026
MG-2604-BH0064,2026-06-22 00:00:00,KELUAR_PRODUKSI,99.0,708.0,609.0,SO-MG260175,Warna: NAVY-GREEN | Style: ENTROPY FL | BLUE-GREEN,Import Excel 2026
MG-2604-BH0064,2026-06-22 00:00:00,KELUAR_PRODUKSI,176.0,609.0,433.0,SO-MG260176,Warna: HITAM | Style: SOLTICE FL | NAVY-PUTIH,Import Excel 2026
MG-2604-BH0064,2026-06-22 00:00:00,KELUAR_PRODUKSI,147.0,433.0,286.0,SO-MG260177,Warna: BLUE-GREEN | Style: UNEENDING FL | NAVY-KUNING,Import Excel 2026
MG-2604-BH0064,2026-06-22 00:00:00,KELUAR_PRODUKSI,138.0,286.0,148.0,SO-MG260178,Warna: NAVY-PUTIH | Style: NORVAIN FL,Import Excel 2026
MG-2604-BH0064,2026-06-22 00:00:00,KELUAR_PRODUKSI,148.0,148.0,0.0,SO-MG260179,Warna: NAVY-KUNING | Style: SENOVAR FL,Import Excel 2026
MG-2604-BH0065,2026-06-18 00:00:00,MASUK,175.77,0.0,175.77,-,Warna: HITAM,Import Excel 2026
MG-2604-BH0065,2026-06-18 00:00:00,MASUK,58.5,175.77,234.27,-,Warna: MISTY,Import Excel 2026
MG-2604-BH0065,2026-06-22 00:00:00,KELUAR_PRODUKSI,87.96,234.27,146.31,SO-MG260183,Warna: HITAM | Style: THERMA#1,Import Excel 2026
MG-2604-BH0065,2026-07-03 00:00:00,KELUAR_PRODUKSI,87.81,146.31,58.5,SO-MG260189,Warna: BLACK | Style: SPRINTON #1,Import Excel 2026
MG-2604-BH0065,2026-07-03 00:00:00,KELUAR_PRODUKSI,58.5,58.5,0.0,SO-MG260190,Warna: MISTY | Style: SPRINTON #2,Import Excel 2026
MG-2604-BH0066,2026-06-29 00:00:00,MASUK,735.04,0.0,735.04,-,Warna: WHITE,Import Excel 2026
MG-2604-BH0067,2026-06-29 00:00:00,MASUK,248.0,0.0,248.0,-,Warna: COKLAT,Import Excel 2026
MG-2604-BH0067,2026-06-29 00:00:00,MASUK,201.0,248.0,449.0,-,Warna: CREAM,Import Excel 2026
MG-2604-BH0067,2026-06-29 00:00:00,MASUK,258.0,449.0,707.0,-,Warna: OLIVE,Import Excel 2026
MG-2604-BH0067,2026-07-04 00:00:00,KELUAR_PRODUKSI,124.0,707.0,583.0,SO-MG260191,Warna: BEIGE | Style: AKOR #1  BEIGE,Import Excel 2026
MG-2604-BH0067,2026-07-04 00:00:00,KELUAR_PRODUKSI,137.0,583.0,446.0,SO-MG260192,Warna: OLIVE | Style: AKOR #2 OLIVE,Import Excel 2026
MG-2604-BH0067,2026-07-04 00:00:00,KELUAR_PRODUKSI,118.0,446.0,328.0,SO-MG260193,Warna: BROKEN | Style: AKOR #3 BROKEN WHITE,Import Excel 2026
MG-2604-BH0067,2026-07-08 00:00:00,KELUAR_PRODUKSI,124.0,328.0,204.0,SO-MG260207,Warna: CREM | Style: APSTA#1 CREAM,Import Excel 2026
MG-2604-BH0067,2026-07-08 00:00:00,KELUAR_PRODUKSI,121.0,204.0,83.0,SO-MG260208,Warna: OLIVE | Style: APSTA#2 OLIVE,Import Excel 2026
MG-2604-BH0067,2026-07-08 00:00:00,KELUAR_PRODUKSI,83.0,83.0,0.0,SO-MG260209,Warna: BROKEN | Style: APSTA#3 BROKEN WHITE,Import Excel 2026
MG-2604-BH0068,2026-07-01 00:00:00,MASUK,82.0,0.0,82.0,-,,Import Excel 2026
MG-2604-BH0068,2026-07-01 00:00:00,MASUK,112.0,82.0,194.0,-,,Import Excel 2026
MG-2604-BH0068,2026-07-01 00:00:00,MASUK,141.0,194.0,335.0,-,,Import Excel 2026
MG-2604-BH0068,2026-07-01 00:00:00,MASUK,80.0,335.0,415.0,-,,Import Excel 2026
MG-2604-BH0068,2026-07-01 00:00:00,MASUK,77.0,415.0,492.0,-,,Import Excel 2026
MG-2604-BH0068,2026-07-01 00:00:00,MASUK,75.0,492.0,567.0,-,,Import Excel 2026
MG-2604-BH0068,2026-07-01 00:00:00,MASUK,149.0,567.0,716.0,-,,Import Excel 2026
MG-2604-BH0068,2026-07-01 00:00:00,MASUK,165.0,716.0,881.0,-,,Import Excel 2026
MG-2604-BH0068,2026-07-01 00:00:00,MASUK,85.0,881.0,966.0,-,,Import Excel 2026
MG-2604-BH0068,2026-07-01 00:00:00,MASUK,56.0,966.0,1022.0,-,,Import Excel 2026
MG-2604-BH0068,2026-07-01 00:00:00,MASUK,70.0,1022.0,1092.0,-,,Import Excel 2026
MG-2604-BH0068,2026-07-01 00:00:00,MASUK,62.0,1092.0,1154.0,-,,Import Excel 2026
MG-2604-BH0068,2026-07-01 00:00:00,MASUK,69.0,1154.0,1223.0,-,,Import Excel 2026
MG-2604-BH0068,2026-07-01 00:00:00,MASUK,54.0,1223.0,1277.0,-,,Import Excel 2026
MG-2604-BH0068,2026-07-04 00:00:00,KELUAR_PRODUKSI,123.0,1277.0,1154.0,SO-MG260194,Warna: BLACK | Style: RENOIR#1,Import Excel 2026
MG-2604-BH0068,2026-07-04 00:00:00,KELUAR_PRODUKSI,56.0,1154.0,1098.0,SO-MG260195,Warna: ABU | Style: RENOIR#2,Import Excel 2026
MG-2604-BH0068,2026-07-04 00:00:00,KELUAR_PRODUKSI,62.0,1098.0,1036.0,SO-MG260196,Warna: MOCA | Style: RENOIR#3,Import Excel 2026
MG-2604-BH0068,2026-07-04 00:00:00,KELUAR_PRODUKSI,70.0,1036.0,966.0,SO-MG260197,Warna: NAVY | Style: RENOIR#4,Import Excel 2026
MG-2604-BH0068,2026-07-04 00:00:00,KELUAR_PRODUKSI,85.0,966.0,881.0,SO-MG260198,Warna: CREAM MD | Style: RENOIR#5,Import Excel 2026
MG-2604-BH0068,2026-07-06 00:00:00,KELUAR_PRODUKSI,77.0,881.0,804.0,SO-MG260199,Warna: BLACK | Style: LEVANT CY#1,Import Excel 2026
MG-2604-BH0068,2026-07-06 00:00:00,KELUAR_PRODUKSI,75.0,804.0,729.0,SO-MG260200,Warna: NAVY | Style: LEVANT CY#2,Import Excel 2026
MG-2604-BH0068,2026-07-06 00:00:00,KELUAR_PRODUKSI,112.0,729.0,617.0,SO-MG260201,Warna: BLUE | Style: LEVANT CY#3,Import Excel 2026
MG-2604-BH0068,2026-07-06 00:00:00,KELUAR_PRODUKSI,80.0,617.0,537.0,SO-MG260202,Warna: KHAKY | Style: LEVANT CY#4,Import Excel 2026
MG-2604-BH0068,2026-07-06 00:00:00,KELUAR_PRODUKSI,165.0,537.0,372.0,SO-MG260203,Warna: BLACK | Style: VALMONT CY#1,Import Excel 2026
MG-2604-BH0068,2026-07-06 00:00:00,KELUAR_PRODUKSI,149.0,372.0,223.0,SO-MG260204,Warna: NAVY | Style: VALMONT CY#2,Import Excel 2026
MG-2604-BH0068,2026-07-06 00:00:00,KELUAR_PRODUKSI,141.0,223.0,82.0,SO-MG260205,Warna: BLUE | Style: VALMONT CY#3,Import Excel 2026
MG-2604-BH0068,2026-07-06 00:00:00,KELUAR_PRODUKSI,82.0,82.0,0.0,SO-MG260206,Warna: MAROON | Style: VALMONT CY#4,Import Excel 2026
MG-2604-BH0069,2026-07-02 00:00:00,MASUK,14.1,0.0,14.1,-,Warna: HITAM,Import Excel 2026
MG-2604-BH0069,2026-07-02 00:00:00,MASUK,8.1,14.1,22.2,-,Warna: M7I,Import Excel 2026
MG-2604-BH0069,2026-07-02 00:00:00,MASUK,13.2,22.2,35.4,-,,Import Excel 2026
MG-2604-BH0069,2026-07-03 00:00:00,KELUAR_PRODUKSI,35.4,35.4,0.0,SO-MG260189,Warna: B-M | Style: SPRINTON #1 | 2 STYLE,Import Excel 2026
MG-2604-BH0070,2026-07-02 00:00:00,MASUK,2300.65,0.0,2300.65,-,Warna: WHITE,Import Excel 2026
MG-2604-BH0071,2026-07-03 00:00:00,MASUK,223.7,0.0,223.7,-,Warna: BLACK LOT A,Import Excel 2026
MG-2604-BH0071,2026-07-03 00:00:00,MASUK,803.54,223.7,1027.24,-,Warna: BLACK LOT C,Import Excel 2026
MG-2604-BH0072,2026-07-03 00:00:00,MASUK,300.8,0.0,300.8,-,Warna: ARMY LOT A,Import Excel 2026
MG-2604-BH0072,2026-07-03 00:00:00,MASUK,95.83,300.8,396.63,-,Warna: ARMY LOT B,Import Excel 2026
MG-2604-BH0072,2026-07-03 00:00:00,MASUK,601.75,396.63,998.38,-,Warna: ARMY LOT C,Import Excel 2026
MG-2604-BH0072,2026-07-03 00:00:00,MASUK,1070.84,998.38,2069.22,-,Warna: ARMY,Import Excel 2026
MG-2604-BH0073,2026-07-01 00:00:00,KELUAR_PRODUKSI,16.0,0.0,-16.0,SO-MG260185,Warna: PUTIH | Style: RAFT#1  CREAM | 4 STYLE,Import Excel 2026
MG-2604-BH0073,2026-07-02 00:00:00,MASUK,100.0,-16.0,84.0,-,Warna: PUTIH,Import Excel 2026
MG-2604-BH0073,2026-07-04 00:00:00,KELUAR_PRODUKSI,57.0,84.0,27.0,SO-MG260191,Warna: PUTIH | Style: AKOR #1  BEIGE | 3 STYLE,Import Excel 2026
MG-2604-BH0073,2026-07-18 00:00:00,KELUAR_PRODUKSI,27.0,27.0,0.0,SO-MG260244,Warna: PUTIH | Style: DENIMES 1.465,Import Excel 2026
MG-2604-BH0074,2026-07-02 00:00:00,MASUK,100.0,0.0,100.0,-,Warna: HITAM,Import Excel 2026
MG-2604-BH0074,2026-07-03 00:00:00,KELUAR_PRODUKSI,12.0,100.0,88.0,SO-MG260182,Warna: HITAM | Style: DECOTON 1.648,Import Excel 2026
MG-2604-BH0074,2026-07-04 00:00:00,KELUAR_PRODUKSI,88.0,88.0,0.0,SO-MG260194,Warna: BLACK | Style: RENOIR#1 | 5 STYLE,Import Excel 2026
MG-2604-BH0075,2026-07-08 00:00:00,MASUK,366.0,0.0,366.0,-,Warna: KHAKI LOT 1,Import Excel 2026
MG-2604-BH0075,2026-07-08 00:00:00,MASUK,785.99,366.0,1151.99,-,Warna: KHAKI LOT A,Import Excel 2026
MG-2604-BH0075,2026-07-08 00:00:00,MASUK,570.1,1151.99,1722.09,-,Warna: KHAKI LOT B,Import Excel 2026
MG-2604-BH0075,2026-07-08 00:00:00,MASUK,1079.93,1722.09,2802.02,-,Warna: KHAKI LOT C,Import Excel 2026
MG-2604-BH0075,2026-07-25 00:00:00,KELUAR_PRODUKSI,2438.96,2802.02,363.06,SO-MG260257,Warna: khaki | Style: BIVO MEN PANTS FABRIC KHAKY,Import Excel 2026
MG-2604-BH0075,2026-08-12 00:00:00,KELUAR_PRODUKSI,363.06,363.06,0.0,SO-MG260257,Warna: KHAKY | Style: BIVO MEN PANTS FABRIC KHAKY,Import Excel 2026
MG-2604-BH0076,2026-07-08 00:00:00,MASUK,1317.5,0.0,1317.5,-,Warna: DARK GREY LOT 1,Import Excel 2026
MG-2604-BH0076,2026-07-08 00:00:00,MASUK,1116.0,1317.5,2433.5,-,Warna: DARK GREY LOT 2,Import Excel 2026
MG-2604-BH0076,2026-07-08 00:00:00,MASUK,438.98,2433.5,2872.48,-,Warna: DARK GREY LOT B,Import Excel 2026
MG-2604-BH0076,2026-07-08 00:00:00,MASUK,305.58,2872.48,3178.06,-,Warna: DARK GREY LOT C,Import Excel 2026
MG-2604-BH0076,2026-08-12 00:00:00,KELUAR_PRODUKSI,3178.06,3178.06,0.0,SO-MG260259,Warna: OLIVE | Style: BIVO MEN PANTS FABRIC DARK GREY,Import Excel 2026
MG-2604-BH0077,2026-07-08 00:00:00,MASUK,1248.66,0.0,1248.66,-,Warna: OLIVE LOT A,Import Excel 2026
MG-2604-BH0077,2026-07-08 00:00:00,MASUK,1008.75,1248.66,2257.41,-,Warna: OLIVE LOT B,Import Excel 2026
MG-2604-BH0077,2026-07-08 00:00:00,MASUK,906.87,2257.41,3164.28,-,Warna: OLIVE LOT C,Import Excel 2026
MG-2604-BH0077,2026-08-12 00:00:00,KELUAR_PRODUKSI,3164.0,3164.28,0.28,SO-MG260258,Warna: GREY | Style: BIVO MEN PANTS FABRIC OLIVE,Import Excel 2026
MG-2604-BH0078,2026-07-08 00:00:00,MASUK,116.0,0.0,116.0,-,Warna: WHEAT LOT 5,Import Excel 2026
MG-2604-BH0078,2026-07-08 00:00:00,MASUK,1948.06,116.0,2064.06,-,Warna: WHEAT LOT A,Import Excel 2026
MG-2604-BH0078,2026-07-08 00:00:00,MASUK,174.71,2064.06,2238.77,-,Warna: WHEAT LOT B,Import Excel 2026
MG-2604-BH0078,2026-07-08 00:00:00,MASUK,1309.39,2238.77,3548.16,-,Warna: WHEAT LOT C,Import Excel 2026
MG-2604-BH0078,2026-07-25 00:00:00,KELUAR_PRODUKSI,3091.9,3548.16,456.26,SO-MG260260,Warna: wheat | Style: BIVO MEN PANTS FABRIC WHEAT,Import Excel 2026
MG-2604-BH0078,2026-08-12 00:00:00,KELUAR_PRODUKSI,456.26,456.26,0.0,SO-MG260260,Warna: WHEAT | Style: BIVO MEN PANTS FABRIC WHEAT,Import Excel 2026
MG-2604-BH0079,2026-07-07 00:00:00,MASUK,4398.0,0.0,4398.0,-,Warna: HITAM,Import Excel 2026
MG-2604-BH0079,2026-07-16 00:00:00,KELUAR_PRODUKSI,1371.07,4398.0,3026.93,SO-MG260226,Warna: HITAM | Style: CHINOS PANJANG  HITAM,Import Excel 2026
MG-2604-BH0079,2026-07-16 00:00:00,KELUAR_PRODUKSI,658.03,3026.93,2368.9,SO-MG260215,Warna: HITAM | Style: CHINOS PENDEK  HITAM,Import Excel 2026
MG-2604-BH0079,2026-07-16 00:00:00,KELUAR_PRODUKSI,1082.4,2368.9,1286.5,SO-MG260239,Warna: HITAM | Style: ANGKLEPANTS HITAM,Import Excel 2026
MG-2604-BH0079,2026-07-16 00:00:00,KELUAR_PRODUKSI,1286.5,1286.5,0.0,SO-MG260235,Warna: HITAM | Style: LOOSE CARGO HITAM,Import Excel 2026
MG-2604-BH0080,2026-07-07 00:00:00,MASUK,1667.0,0.0,1667.0,-,Warna: ARMY,Import Excel 2026
MG-2604-BH0080,2026-07-16 00:00:00,KELUAR_PRODUKSI,501.8,1667.0,1165.2,SO-MG260227,Warna: ARMY | Style: CHINOS PANJANG ARMY,Import Excel 2026
MG-2604-BH0080,2026-07-16 00:00:00,KELUAR_PRODUKSI,256.0,1165.2,909.2,SO-MG260216,Warna: ARMY | Style: CHINOS PENDEK ARMY,Import Excel 2026
MG-2604-BH0080,2026-07-16 00:00:00,KELUAR_PRODUKSI,354.2,909.2,555.0,SO-MG260240,Warna: ARMY | Style: ANGKLEPANTS ARMY,Import Excel 2026
MG-2604-BH0080,2026-07-16 00:00:00,KELUAR_PRODUKSI,555.0,555.0,0.0,SO-MG260236,Warna: ARMY | Style: LOOSE CARGO ARMY,Import Excel 2026
MG-2604-BH0081,2026-07-07 00:00:00,MASUK,1999.0,0.0,1999.0,-,Warna: KREM,Import Excel 2026
MG-2604-BH0081,2026-07-16 00:00:00,KELUAR_PRODUKSI,647.16,1999.0,1351.84,SO-MG260229,Warna: CREAM | Style: CHINOS PANJANG CREAM,Import Excel 2026
MG-2604-BH0081,2026-07-16 00:00:00,KELUAR_PRODUKSI,306.24,1351.84,1045.6,SO-MG260218,Warna: CREAM | Style: CHINOS PENDEK  CREAM,Import Excel 2026
MG-2604-BH0081,2026-07-16 00:00:00,KELUAR_PRODUKSI,444.0,1045.6,601.6,SO-MG260242,Warna: CREAM | Style: ANGKLEPANTS CREAM,Import Excel 2026
MG-2604-BH0081,2026-07-16 00:00:00,KELUAR_PRODUKSI,601.6,601.6,0.0,SO-MG260238,Warna: CREAM | Style: LOOSE CARGO CREAM,Import Excel 2026
MG-2604-BH0082,2026-07-07 00:00:00,MASUK,1404.0,0.0,1404.0,-,Warna: ABU,Import Excel 2026
MG-2604-BH0082,2026-07-16 00:00:00,KELUAR_PRODUKSI,485.8,1404.0,918.2,SO-MG260228,Warna: ABU | Style: CHINOS PANJANG ABU,Import Excel 2026
MG-2604-BH0082,2026-07-16 00:00:00,KELUAR_PRODUKSI,243.2,918.2,675.0,SO-MG260217,Warna: ABU | Style: CHINOS PENDEK ABU,Import Excel 2026
MG-2604-BH0082,2026-07-16 00:00:00,KELUAR_PRODUKSI,300.0,675.0,375.0,SO-MG260241,Warna: ABU | Style: ANGKLEPANTS ABU,Import Excel 2026
MG-2604-BH0082,2026-07-16 00:00:00,KELUAR_PRODUKSI,375.0,375.0,0.0,SO-MG260237,Warna: ABU | Style: LOOSE CARGO ABU,Import Excel 2026
MG-2604-BH0083,2026-07-04 00:00:00,MASUK,630.0,0.0,630.0,-,Warna: MERAH,Import Excel 2026
MG-2604-BH0083,2026-07-07 00:00:00,KELUAR_PRODUKSI,540.0,630.0,90.0,SO-MG260210,Warna: MERAH | Style: IQOS SHIRT MERAH,Import Excel 2026
MG-2604-BH0083,2026-08-12 00:00:00,KELUAR_PRODUKSI,90.0,90.0,0.0,-,Warna: MERAH | RETUR,Import Excel 2026
MG-2604-BH0084,2026-07-08 00:00:00,MASUK,50.0,0.0,50.0,-,Warna: HITAM,Import Excel 2026
MG-2604-BH0084,2026-07-08 00:00:00,KELUAR_PRODUKSI,10.5,50.0,39.5,SO-MG260194,Warna: HITAM | Style: RENOIR#1,Import Excel 2026
MG-2604-BH0084,2026-07-08 00:00:00,KELUAR_PRODUKSI,26.5,39.5,13.0,SO-MG260159,Warna: HITAM | Style: TRACKTOP JACKET,Import Excel 2026
MG-2604-BH0084,2026-08-12 00:00:00,KELUAR_PRODUKSI,13.0,13.0,0.0,SO-MG260245,Warna: PUTIH | Style: CARPENTER,Import Excel 2026
MG-2604-BH0085,2026-07-09 00:00:00,MASUK,667.54,0.0,667.54,-,Warna: GREY,Import Excel 2026
MG-2604-BH0085,2026-07-09 00:00:00,MASUK,1546.09,667.54,2213.63,-,Warna: GREY,Import Excel 2026
MG-2604-BH0086,2026-07-09 00:00:00,MASUK,2251.54,0.0,2251.54,-,Warna: ABU,Import Excel 2026
MG-2604-BH0087,2026-07-09 00:00:00,MASUK,42.0,0.0,42.0,-,Warna: HTM,Import Excel 2026
MG-2604-BH0087,2026-07-31 00:00:00,KELUAR_PRODUKSI,42.0,42.0,0.0,SO-MG260159,Warna: PUTIH | Style: TRACKTOP JACKET,Import Excel 2026
MG-2604-BH0088,2026-07-14 00:00:00,MASUK,1680.0,0.0,1680.0,-,Warna: PTH,Import Excel 2026
MG-2604-BH0088,2026-07-16 00:00:00,KELUAR_PRODUKSI,480.0,1680.0,1200.0,SO-MG260226,Warna: putih | Style: CHINOS PANJANG  HITAM,Import Excel 2026
MG-2604-BH0088,2026-07-16 00:00:00,KELUAR_PRODUKSI,360.0,1200.0,840.0,SO-MG260215,Warna: putih | Style: CHINOS PENDEK  HITAM,Import Excel 2026
MG-2604-BH0088,2026-07-16 00:00:00,KELUAR_PRODUKSI,480.0,840.0,360.0,SO-MG260240,Warna: putih | Style: ANGKLEPANTS ARMY,Import Excel 2026
MG-2604-BH0088,2026-07-16 00:00:00,KELUAR_PRODUKSI,120.0,360.0,240.0,SO-MG260236,Warna: putih | Style: LOOSE CARGO ARMY,Import Excel 2026
MG-2604-BH0088,2026-08-12 00:00:00,KELUAR_PRODUKSI,240.0,240.0,0.0,SO-MG260275,Warna: PUTIH | Style: DECOTTON 1.661 HITAM | 5 STYLE,Import Excel 2026
MG-2604-BH0089,2026-07-28 00:00:00,MASUK,400.0,0.0,400.0,-,Warna: SALUR,Import Excel 2026
MG-2604-BH0089,2026-07-31 00:00:00,KELUAR_PRODUKSI,400.0,400.0,0.0,SO-MG260263,Warna: SALUR | Style: KEMEJA SALUR BASIC,Import Excel 2026
MG-2604-BH0090,2026-07-25 00:00:00,MASUK,69.75,0.0,69.75,-,Warna: NAVY,Import Excel 2026
MG-2604-BH0090,2026-07-25 00:00:00,MASUK,69.35,69.75,139.1,-,Warna: MISTY,Import Excel 2026
MG-2604-BH0090,2026-07-31 00:00:00,KELUAR_PRODUKSI,69.75,139.1,69.35,SO-MG260261,Warna: NAVY | Style: THERMA#2,Import Excel 2026
MG-2604-BH0090,2026-07-31 00:00:00,KELUAR_PRODUKSI,69.35,69.35,0.0,SO-MG260262,Warna: MISTY | Style: THERMA#4,Import Excel 2026
MG-2604-BH0091,2026-07-30 00:00:00,MASUK,1873.64,0.0,1873.64,-,Warna: PUTIH,Import Excel 2026
MG-2604-BH0091,2026-07-31 00:00:00,KELUAR_PRODUKSI,481.71,1873.64,1391.93,SO-MG260257,Warna: PUTIH | Style: BIVO MEN PANTS FABRIC KHAKY,Import Excel 2026
MG-2604-BH0091,2026-07-31 00:00:00,KELUAR_PRODUKSI,481.71,1391.93,910.22,SO-MG260260,Warna: PUTIH | Style: BIVO MEN PANTS FABRIC WHEAT,Import Excel 2026
MG-2604-BH0091,2026-08-10 00:00:00,KELUAR_PRODUKSI,227.56,910.22,682.66,SO-MG260257,Warna: PUTIH | Style: BIVO MEN PANTS FABRIC KHAKY,Import Excel 2026
MG-2604-BH0091,2026-08-10 00:00:00,KELUAR_PRODUKSI,227.56,682.66,455.1,SO-MG260258,Warna: PUTIH | Style: BIVO MEN PANTS FABRIC OLIVE,Import Excel 2026
MG-2604-BH0091,2026-08-10 00:00:00,KELUAR_PRODUKSI,227.56,455.1,227.54,SO-MG260259,Warna: PUTIH | Style: BIVO MEN PANTS FABRIC DARK GREY,Import Excel 2026
MG-2604-BH0091,2026-08-10 00:00:00,KELUAR_PRODUKSI,227.56,227.54,-0.02,SO-MG260260,Warna: PUTIH | Style: BIVO MEN PANTS FABRIC WHEAT,Import Excel 2026
MG-2604-BH0092,2026-07-30 00:00:00,MASUK,101.66,0.0,101.66,-,Warna: PUTIH,Import Excel 2026
MG-2604-BH0092,2026-07-30 00:00:00,KELUAR_PRODUKSI,101.66,101.66,0.0,SO-MG260184,Warna: PUTIH | Style: BERTOLT MEN PANTS FABRIC,Import Excel 2026
MG-2604-BH0093,2026-08-01 00:00:00,MASUK,941.1,0.0,941.1,-,Warna: 5 WRNA,Import Excel 2026
MG-2604-BH0093,2026-08-08 00:00:00,KELUAR_PRODUKSI,100.0,941.1,841.1,SO-MG260267,Warna: HITAM | Style: CALDER#1 HITAM,Import Excel 2026
MG-2604-BH0093,2026-08-08 00:00:00,KELUAR_PRODUKSI,99.0,841.1,742.1,SO-MG260269,Warna: COFFE | Style: CALDER#3 COFFE,Import Excel 2026
MG-2604-BH0093,2026-08-08 00:00:00,KELUAR_PRODUKSI,94.0,742.1,648.1,SO-MG260270,Warna: MOCCA | Style: CALDER#4 MOCCA,Import Excel 2026
MG-2604-BH0093,2026-08-08 00:00:00,KELUAR_PRODUKSI,100.0,648.1,548.1,SO-MG260271,Warna: ABU TUA | Style: CALDER#5 ABU TUA,Import Excel 2026
MG-2604-BH0093,2026-08-08 00:00:00,KELUAR_PRODUKSI,81.4,548.1,466.7,SO-MG260272,Warna: TAUFE | Style: CALDER#6 TAUFE,Import Excel 2026
MG-2604-BH0093,2026-08-12 00:00:00,KELUAR_PRODUKSI,98.0,466.7,368.7,SO-MG260280,Warna: HITAM | Style: DECOTON 1.655 RELAXED  HITAM,Import Excel 2026
MG-2604-BH0093,2026-08-12 00:00:00,KELUAR_PRODUKSI,99.0,368.7,269.7,SO-MG260281,Warna: COFFE | Style: DECOTON 1.656 RELAXED  COFFE,Import Excel 2026
MG-2604-BH0093,2026-08-12 00:00:00,KELUAR_PRODUKSI,96.0,269.7,173.7,SO-MG260282,Warna: ABU TUA | Style: DECOTON 1.657 RELAXED  ABU TUA,Import Excel 2026
MG-2604-BH0093,2026-08-12 00:00:00,KELUAR_PRODUKSI,97.0,173.7,76.7,SO-MG260284,Warna: MOCCA | Style: DECOTON 1.659 RELAXED  MOCCA,Import Excel 2026
MG-2604-BH0093,2026-08-12 00:00:00,KELUAR_PRODUKSI,76.7,76.7,0.0,SO-MG260285,Warna: TAUFE | Style: DECOTON 1.660 RELAXED TAUFE,Import Excel 2026
MG-2604-BH0094,2026-08-01 00:00:00,MASUK,2047.0,0.0,2047.0,-,Warna: 5 WRNA,Import Excel 2026
MG-2604-BH0094,2026-08-08 00:00:00,KELUAR_PRODUKSI,471.9,2047.0,1575.1,SO-MG260275,Warna: HITAM | Style: DECOTTON 1.661 HITAM,Import Excel 2026
MG-2604-BH0094,2026-08-08 00:00:00,KELUAR_PRODUKSI,474.4,1575.1,1100.7,SO-MG260276,Warna: DK.GREY | Style: DECOTTON 1.662 DK.GREY,Import Excel 2026
MG-2604-BH0094,2026-08-08 00:00:00,KELUAR_PRODUKSI,455.4,1100.7,645.3,SO-MG260277,Warna: MOCCA | Style: DECOTTON 1.663 MOCCA,Import Excel 2026
MG-2604-BH0094,2026-08-08 00:00:00,KELUAR_PRODUKSI,437.0,645.3,208.3,SO-MG260278,Warna: KHAKY | Style: DECOTTON 1.664 KHAKY,Import Excel 2026
MG-2604-BH0094,2026-08-08 00:00:00,KELUAR_PRODUKSI,208.3,208.3,0.0,SO-MG260279,Warna: LT.GREY | Style: DECOTTON 1.665 LT.GREY,Import Excel 2026
MG-2604-BH0095,2026-08-03 00:00:00,MASUK,162.6,0.0,162.6,-,Warna: ARMY,Import Excel 2026
MG-2604-BH0095,2026-08-08 00:00:00,KELUAR_PRODUKSI,81.5,162.6,81.1,SO-MG260268,Warna: ARMY | Style: CALDER#2 ARMY,Import Excel 2026
MG-2604-BH0095,2026-08-12 00:00:00,KELUAR_PRODUKSI,81.1,81.1,0.0,SO-MG260283,Warna: ARMY | Style: DECOTON 1.658 RELAXED ARMY,Import Excel 2026
MG-2604-BH0096,2026-08-05 00:00:00,MASUK,232.0,0.0,232.0,-,Warna: MOCHIT,Import Excel 2026
MG-2604-BH0096,2026-08-08 00:00:00,KELUAR_PRODUKSI,116.0,232.0,116.0,SO-MG260273,Warna: HITAM | Style: ENTDECKEN#1 HITAM,Import Excel 2026
MG-2604-BH0096,2026-08-08 00:00:00,KELUAR_PRODUKSI,116.0,116.0,0.0,SO-MG260274,Warna: MOCCA | Style: ENTDECKEN#3 MOCA,Import Excel 2026
MG-2604-BH0097,2026-08-05 00:00:00,MASUK,1000.0,0.0,1000.0,-,Warna: HITAM,Import Excel 2026
MG-2604-BH0097,2026-08-08 00:00:00,KELUAR_PRODUKSI,3.0,1000.0,997.0,SO-MG260245,Warna: HITAM | Style: CARPENTER,Import Excel 2026
MG-2604-BH0097,2026-08-08 00:00:00,KELUAR_PRODUKSI,3.0,997.0,994.0,SO-MG260246,Warna: HITAM | Style: WORK JACKET,Import Excel 2026
MG-2604-BH0097,2026-08-08 00:00:00,KELUAR_PRODUKSI,25.83,994.0,968.17,SO-MG260267,Warna: HITAM | Style: CALDER#1 HITAM,Import Excel 2026
MG-2604-BH0097,2026-08-08 00:00:00,KELUAR_PRODUKSI,25.83,968.17,942.34,SO-MG260268,Warna: HITAM | Style: CALDER#2 ARMY,Import Excel 2026
