so_number,stage_name,sequence_order,vendor,surat_jalan_no,dispatch_date,qty_dispatched,received_date,qty_received,qty_reject,balance_discrepancy,status,_REKONSILIASI
SO-MG260193,SEWING_MAKLUN,3,PAK ADE SMD,IMP-2026-SO-MG260193-SEWING_MAKLUN,2026-08-26,84,2026-08-26,84,4,-4,DISCREPANCY_FLAG,DISCREPANCY_FLAG - setia pada angka sumber (bukan bug impor)
SO-MG260193,FINISHING,6,,IMP-2026-SO-MG260193-FINISHING,2026-08-26,84,2026-08-26,84,0,0,COMPLETED,OK - sama dengan prod
SO-MG260194,SEWING_MAKLUN,3,AL-ITIHAD GARMENT,IMP-2026-SO-MG260194-SEWING_MAKLUN,2026-07-27,134,2026-07-27,134,0,0,COMPLETED,OK - sama dengan prod
SO-MG260194,EMBROIDERY_JADI,5,,IMP-2026-SO-MG260194-EMBROIDERY_JADI,2026-07-27,134,2026-07-27,134,0,0,COMPLETED,OK - sama dengan prod
SO-MG260194,FINISHING,6,,IMP-2026-SO-MG260194-FINISHING,2026-07-27,134,2026-07-27,134,0,0,COMPLETED,OK - sama dengan prod
SO-MG260195,SEWING_MAKLUN,3,AL-ITIHAD GARMENT,IMP-2026-SO-MG260195-SEWING_MAKLUN,2026-07-27,78,2026-07-27,78,0,0,COMPLETED,OK - sama dengan prod
SO-MG260195,FINISHING,6,,IMP-2026-SO-MG260195-FINISHING,2026-07-27,78,2026-07-27,78,0,0,COMPLETED,OK - sama dengan prod
SO-MG260196,SEWING_MAKLUN,3,AL-ITIHAD GARMENT,IMP-2026-SO-MG260196-SEWING_MAKLUN,2026-07-27,62,2026-07-27,60,0,2,DISCREPANCY_FLAG,DISCREPANCY_FLAG - setia pada angka sumber (bukan bug impor)
SO-MG260196,EMBROIDERY_JADI,5,,IMP-2026-SO-MG260196-EMBROIDERY_JADI,2026-07-27,62,2026-07-27,62,0,0,COMPLETED,OK - sama dengan prod
SO-MG260196,FINISHING,6,,IMP-2026-SO-MG260196-FINISHING,2026-07-27,60,2026-07-27,60,0,0,COMPLETED,OK - sama dengan prod
SO-MG260197,SEWING_MAKLUN,3,AL-ITIHAD GARMENT,IMP-2026-SO-MG260197-SEWING_MAKLUN,2026-07-27,70,2026-07-27,70,0,0,COMPLETED,OK - sama dengan prod
SO-MG260197,EMBROIDERY_JADI,5,,IMP-2026-SO-MG260197-EMBROIDERY_JADI,2026-07-27,70,2026-07-27,70,0,0,COMPLETED,OK - sama dengan prod
SO-MG260197,FINISHING,6,,IMP-2026-SO-MG260197-FINISHING,2026-07-27,70,2026-07-27,70,0,0,COMPLETED,OK - sama dengan prod
SO-MG260198,SEWING_MAKLUN,3,AL-ITIHAD GARMENT,IMP-2026-SO-MG260198-SEWING_MAKLUN,2026-07-27,96,2026-07-27,96,0,0,COMPLETED,OK - sama dengan prod
SO-MG260198,EMBROIDERY_JADI,5,,IMP-2026-SO-MG260198-EMBROIDERY_JADI,2026-07-27,96,2026-07-27,96,0,0,COMPLETED,OK - sama dengan prod
SO-MG260198,FINISHING,6,,IMP-2026-SO-MG260198-FINISHING,2026-07-27,96,2026-07-27,96,0,0,COMPLETED,OK - sama dengan prod
SO-MG260199,SEWING_MAKLUN,3,AL-ITIHAD GARMENT,IMP-2026-SO-MG260199-SEWING_MAKLUN,2026-07-27,60,2026-07-27,60,0,0,COMPLETED,OK - sama dengan prod
SO-MG260199,EMBROIDERY_JADI,5,,IMP-2026-SO-MG260199-EMBROIDERY_JADI,2026-07-27,59,2026-07-27,59,0,0,COMPLETED,OK - sama dengan prod
SO-MG260199,FINISHING,6,,IMP-2026-SO-MG260199-FINISHING,2026-07-27,60,2026-07-27,60,0,0,COMPLETED,OK - sama dengan prod
SO-MG260200,SEWING_MAKLUN,3,AL-ITIHAD GARMENT,IMP-2026-SO-MG260200-SEWING_MAKLUN,2026-07-27,58,2026-07-27,58,0,0,COMPLETED,OK - sama dengan prod
SO-MG260200,EMBROIDERY_JADI,5,,IMP-2026-SO-MG260200-EMBROIDERY_JADI,2026-07-27,58,2026-07-27,58,0,0,COMPLETED,OK - sama dengan prod
SO-MG260200,FINISHING,6,,IMP-2026-SO-MG260200-FINISHING,2026-07-27,58,2026-07-27,58,0,0,COMPLETED,OK - sama dengan prod
SO-MG260201,SEWING_MAKLUN,3,AL-ITIHAD GARMENT,IMP-2026-SO-MG260201-SEWING_MAKLUN,2026-07-27,88,2026-07-27,88,0,0,COMPLETED,OK - sama dengan prod
SO-MG260201,EMBROIDERY_JADI,5,,IMP-2026-SO-MG260201-EMBROIDERY_JADI,2026-07-27,88,2026-07-27,88,0,0,COMPLETED,OK - sama dengan prod
SO-MG260201,FINISHING,6,,IMP-2026-SO-MG260201-FINISHING,2026-07-27,88,2026-07-27,88,0,0,COMPLETED,OK - sama dengan prod
SO-MG260202,SEWING_MAKLUN,3,AL-ITIHAD GARMENT,IMP-2026-SO-MG260202-SEWING_MAKLUN,2026-07-27,64,2026-07-27,64,0,0,COMPLETED,OK - sama dengan prod
SO-MG260202,EMBROIDERY_JADI,5,,IMP-2026-SO-MG260202-EMBROIDERY_JADI,2026-07-27,64,2026-07-27,64,0,0,COMPLETED,OK - sama dengan prod
SO-MG260202,FINISHING,6,,IMP-2026-SO-MG260202-FINISHING,2026-07-27,64,2026-07-27,64,0,0,COMPLETED,OK - sama dengan prod
SO-MG260203,SEWING_MAKLUN,3,AL-ITIHAD GARMENT,IMP-2026-SO-MG260203-SEWING_MAKLUN,2026-07-27,108,2026-07-27,108,0,0,COMPLETED,OK - sama dengan prod
SO-MG260203,EMBROIDERY_JADI,5,,IMP-2026-SO-MG260203-EMBROIDERY_JADI,2026-07-27,108,2026-07-27,108,0,0,COMPLETED,OK - sama dengan prod
SO-MG260203,FINISHING,6,,IMP-2026-SO-MG260203-FINISHING,2026-07-27,108,2026-07-27,108,0,0,COMPLETED,OK - sama dengan prod
SO-MG260204,SEWING_MAKLUN,3,AL-ITIHAD GARMENT,IMP-2026-SO-MG260204-SEWING_MAKLUN,2026-07-27,96,2026-07-27,96,0,0,COMPLETED,OK - sama dengan prod
SO-MG260204,EMBROIDERY_JADI,5,,IMP-2026-SO-MG260204-EMBROIDERY_JADI,2026-07-27,86,2026-07-27,86,0,0,COMPLETED,OK - sama dengan prod
SO-MG260204,FINISHING,6,,IMP-2026-SO-MG260204-FINISHING,2026-07-27,96,2026-07-27,96,0,0,COMPLETED,OK - sama dengan prod
SO-MG260205,SEWING_MAKLUN,3,AL-ITIHAD GARMENT,IMP-2026-SO-MG260205-SEWING_MAKLUN,2026-07-27,90,2026-07-27,90,0,0,COMPLETED,OK - sama dengan prod
SO-MG260205,EMBROIDERY_JADI,5,,IMP-2026-SO-MG260205-EMBROIDERY_JADI,2026-07-27,90,2026-07-27,90,0,0,COMPLETED,OK - sama dengan prod
SO-MG260205,FINISHING,6,,IMP-2026-SO-MG260205-FINISHING,2026-07-27,90,2026-07-27,90,0,0,COMPLETED,OK - sama dengan prod
SO-MG260206,SEWING_MAKLUN,3,AL-ITIHAD GARMENT,IMP-2026-SO-MG260206-SEWING_MAKLUN,2026-07-27,54,2026-07-27,54,0,0,COMPLETED,OK - sama dengan prod
SO-MG260206,EMBROIDERY_JADI,5,,IMP-2026-SO-MG260206-EMBROIDERY_JADI,2026-07-27,54,2026-07-27,54,0,0,COMPLETED,OK - sama dengan prod
SO-MG260206,FINISHING,6,,IMP-2026-SO-MG260206-FINISHING,2026-07-27,54,2026-07-27,54,0,0,COMPLETED,OK - sama dengan prod
SO-MG260207,SEWING_MAKLUN,3,,IMP-2026-SO-MG260207-SEWING_MAKLUN,2026-07-27,85,2026-07-27,0,85,0,PARTIAL_RECEIVED,OK - sama dengan prod
SO-MG260208,SEWING_MAKLUN,3,,IMP-2026-SO-MG260208-SEWING_MAKLUN,2026-07-27,83,2026-07-27,0,83,0,PARTIAL_RECEIVED,OK - sama dengan prod
SO-MG260209,SEWING_MAKLUN,3,,IMP-2026-SO-MG260209-SEWING_MAKLUN,2026-07-27,48,2026-07-27,0,48,0,PARTIAL_RECEIVED,OK - sama dengan prod
SO-MG260210,SEWING_MAKLUN,3,AL-ITIHAD GARMENT,IMP-2026-SO-MG260210-SEWING_MAKLUN,2026-07-27,324,2026-07-27,202,92,30,DISCREPANCY_FLAG,DISCREPANCY_FLAG - setia pada angka sumber (bukan bug impor)
SO-MG260210,FINISHING,6,,IMP-2026-SO-MG260210-FINISHING,2026-07-27,202,2026-07-27,202,0,0,COMPLETED,OK - sama dengan prod
SO-MG260211,SEWING_MAKLUN,3,AL-ITIHAD GARMENT,IMP-2026-SO-MG260211-SEWING_MAKLUN,2026-07-27,132,2026-07-27,164,0,-32,DISCREPANCY_FLAG,DISCREPANCY_FLAG - setia pada angka sumber (bukan bug impor)
SO-MG260211,FINISHING,6,,IMP-2026-SO-MG260211-FINISHING,2026-07-27,164,2026-07-27,164,0,0,COMPLETED,OK - sama dengan prod
SO-MG260212,SEWING_MAKLUN,3,AL-ITIHAD GARMENT,IMP-2026-SO-MG260212-SEWING_MAKLUN,2026-07-27,333,2026-07-27,333,0,0,COMPLETED,OK - sama dengan prod
SO-MG260212,FINISHING,6,,IMP-2026-SO-MG260212-FINISHING,2026-07-27,333,2026-07-27,333,0,0,COMPLETED,OK - sama dengan prod
SO-MG260213,SEWING_MAKLUN,3,AL-ITIHAD GARMENT,IMP-2026-SO-MG260213-SEWING_MAKLUN,2026-07-27,164,2026-07-27,132,0,32,DISCREPANCY_FLAG,DISCREPANCY_FLAG - setia pada angka sumber (bukan bug impor)
SO-MG260213,FINISHING,6,,IMP-2026-SO-MG260213-FINISHING,2026-07-27,132,2026-07-27,132,0,0,COMPLETED,OK - sama dengan prod
SO-MG260214,SEWING_MAKLUN,3,AL-ITIHAD GARMENT,IMP-2026-SO-MG260214-SEWING_MAKLUN,2026-07-27,452,2026-07-27,452,0,0,COMPLETED,OK - sama dengan prod
SO-MG260214,FINISHING,6,,IMP-2026-SO-MG260214-FINISHING,2026-07-27,452,2026-07-27,452,0,0,COMPLETED,OK - sama dengan prod
SO-MG260215,SEWING_MAKLUN,3,MASTER PA PIAN,IMP-2026-SO-MG260215-SEWING_MAKLUN,2026-07-27,834,2026-07-27,834,66,-66,DISCREPANCY_FLAG,DISCREPANCY_FLAG - setia pada angka sumber (bukan bug impor)
SO-MG260215,FINISHING,6,,IMP-2026-SO-MG260215-FINISHING,2026-07-27,834,2026-07-27,834,0,0,COMPLETED,OK - sama dengan prod
SO-MG260216,SEWING_MAKLUN,3,MASTER PA PIAN,IMP-2026-SO-MG260216-SEWING_MAKLUN,2026-07-27,320,2026-07-27,320,5,-5,DISCREPANCY_FLAG,DISCREPANCY_FLAG - setia pada angka sumber (bukan bug impor)
SO-MG260216,FINISHING,6,,IMP-2026-SO-MG260216-FINISHING,2026-07-27,320,2026-07-27,320,0,0,COMPLETED,OK - sama dengan prod
SO-MG260217,SEWING_MAKLUN,3,MASTER PA PIAN,IMP-2026-SO-MG260217-SEWING_MAKLUN,2026-07-27,304,2026-07-27,304,22,-22,DISCREPANCY_FLAG,DISCREPANCY_FLAG - setia pada angka sumber (bukan bug impor)
SO-MG260217,FINISHING,6,,IMP-2026-SO-MG260217-FINISHING,2026-07-27,304,2026-07-27,304,0,0,COMPLETED,OK - sama dengan prod
SO-MG260218,SEWING_MAKLUN,3,MASTER PA PIAN,IMP-2026-SO-MG260218-SEWING_MAKLUN,2026-07-27,348,2026-07-27,348,96,-96,DISCREPANCY_FLAG,DISCREPANCY_FLAG - setia pada angka sumber (bukan bug impor)
SO-MG260218,FINISHING,6,,IMP-2026-SO-MG260218-FINISHING,2026-07-27,348,2026-07-27,348,0,0,COMPLETED,OK - sama dengan prod
SO-MG260219,EMBROIDERY_MENTAH,2,,IMP-2026-SO-MG260219-EMBROIDERY_MENTAH,2026-08-11,102,2026-08-11,102,0,0,COMPLETED,OK - sama dengan prod
SO-MG260219,SEWING_MAKLUN,3,AL-ITIHAD GARMENT,IMP-2026-SO-MG260219-SEWING_MAKLUN,2026-08-11,102,2026-08-11,101,2,-1,DISCREPANCY_FLAG,DISCREPANCY_FLAG - setia pada angka sumber (bukan bug impor)
SO-MG260219,FINISHING,6,,IMP-2026-SO-MG260219-FINISHING,2026-08-11,101,2026-08-11,101,0,0,COMPLETED,OK - sama dengan prod
SO-MG260220,EMBROIDERY_MENTAH,2,,IMP-2026-SO-MG260220-EMBROIDERY_MENTAH,2026-08-11,182,2026-08-11,182,0,0,COMPLETED,OK - sama dengan prod
SO-MG260220,SEWING_MAKLUN,3,AL-ITIHAD GARMENT,IMP-2026-SO-MG260220-SEWING_MAKLUN,2026-08-11,182,2026-08-11,182,0,0,COMPLETED,OK - sama dengan prod
SO-MG260220,FINISHING,6,,IMP-2026-SO-MG260220-FINISHING,2026-08-11,182,2026-08-11,182,0,0,COMPLETED,OK - sama dengan prod
SO-MG260221,EMBROIDERY_MENTAH,2,,IMP-2026-SO-MG260221-EMBROIDERY_MENTAH,2026-08-11,182,2026-08-11,182,0,0,COMPLETED,OK - sama dengan prod
SO-MG260221,SEWING_MAKLUN,3,AL-ITIHAD GARMENT,IMP-2026-SO-MG260221-SEWING_MAKLUN,2026-08-11,182,2026-08-11,181,3,-2,DISCREPANCY_FLAG,DISCREPANCY_FLAG - setia pada angka sumber (bukan bug impor)
SO-MG260221,FINISHING,6,,IMP-2026-SO-MG260221-FINISHING,2026-08-11,181,2026-08-11,181,0,0,COMPLETED,OK - sama dengan prod
SO-MG260222,EMBROIDERY_MENTAH,2,,IMP-2026-SO-MG260222-EMBROIDERY_MENTAH,2026-08-11,182,2026-08-11,182,0,0,COMPLETED,OK - sama dengan prod
SO-MG260222,SEWING_MAKLUN,3,AL-ITIHAD GARMENT,IMP-2026-SO-MG260222-SEWING_MAKLUN,2026-08-11,182,2026-08-11,182,2,-2,DISCREPANCY_FLAG,DISCREPANCY_FLAG - setia pada angka sumber (bukan bug impor)
SO-MG260222,FINISHING,6,,IMP-2026-SO-MG260222-FINISHING,2026-08-11,182,2026-08-11,182,0,0,COMPLETED,OK - sama dengan prod
SO-MG260223,EMBROIDERY_MENTAH,2,,IMP-2026-SO-MG260223-EMBROIDERY_MENTAH,2026-08-11,182,2026-08-11,182,0,0,COMPLETED,OK - sama dengan prod
SO-MG260223,SEWING_MAKLUN,3,AL-ITIHAD GARMENT,IMP-2026-SO-MG260223-SEWING_MAKLUN,2026-08-11,182,2026-08-11,180,1,1,DISCREPANCY_FLAG,DISCREPANCY_FLAG - setia pada angka sumber (bukan bug impor)
SO-MG260223,FINISHING,6,,IMP-2026-SO-MG260223-FINISHING,2026-08-11,180,2026-08-11,180,0,0,COMPLETED,OK - sama dengan prod
SO-MG260224,EMBROIDERY_MENTAH,2,,IMP-2026-SO-MG260224-EMBROIDERY_MENTAH,2026-08-11,102,2026-08-11,102,0,0,COMPLETED,OK - sama dengan prod
SO-MG260224,SEWING_MAKLUN,3,AL-ITIHAD GARMENT,IMP-2026-SO-MG260224-SEWING_MAKLUN,2026-08-11,102,2026-08-11,101,1,0,PARTIAL_RECEIVED,OK - sama dengan prod
SO-MG260224,FINISHING,6,,IMP-2026-SO-MG260224-FINISHING,2026-08-11,101,2026-08-11,101,0,0,COMPLETED,OK - sama dengan prod
SO-MG260225,EMBROIDERY_MENTAH,2,,IMP-2026-SO-MG260225-EMBROIDERY_MENTAH,2026-08-11,102,2026-08-11,102,0,0,COMPLETED,OK - sama dengan prod
SO-MG260225,SEWING_MAKLUN,3,AL-ITIHAD GARMENT,IMP-2026-SO-MG260225-SEWING_MAKLUN,2026-08-11,102,2026-08-11,102,1,-1,DISCREPANCY_FLAG,DISCREPANCY_FLAG - setia pada angka sumber (bukan bug impor)
SO-MG260225,FINISHING,6,,IMP-2026-SO-MG260225-FINISHING,2026-08-11,102,2026-08-11,102,0,0,COMPLETED,OK - sama dengan prod
SO-MG260226,SEWING_MAKLUN,3,MASTER PA PIAN,IMP-2026-SO-MG260226-SEWING_MAKLUN,2026-07-27,1030,2026-07-27,1030,4,-4,DISCREPANCY_FLAG,DISCREPANCY_FLAG - setia pada angka sumber (bukan bug impor)
SO-MG260226,FINISHING,6,,IMP-2026-SO-MG260226-FINISHING,2026-07-27,1030,2026-07-27,1030,0,0,COMPLETED,OK - sama dengan prod
SO-MG260227,SEWING_MAKLUN,3,MASTER PA PIAN,IMP-2026-SO-MG260227-SEWING_MAKLUN,2026-07-27,424,2026-07-27,424,5,-5,DISCREPANCY_FLAG,DISCREPANCY_FLAG - setia pada angka sumber (bukan bug impor)
SO-MG260227,FINISHING,6,,IMP-2026-SO-MG260227-FINISHING,2026-07-27,424,2026-07-27,424,0,0,COMPLETED,OK - sama dengan prod
SO-MG260228,SEWING_MAKLUN,3,MASTER PA PIAN,IMP-2026-SO-MG260228-SEWING_MAKLUN,2026-07-27,372,2026-07-27,372,4,-4,DISCREPANCY_FLAG,DISCREPANCY_FLAG - setia pada angka sumber (bukan bug impor)
SO-MG260228,FINISHING,6,,IMP-2026-SO-MG260228-FINISHING,2026-07-27,372,2026-07-27,372,0,0,COMPLETED,OK - sama dengan prod
SO-MG260229,SEWING_MAKLUN,3,MASTER PA PIAN,IMP-2026-SO-MG260229-SEWING_MAKLUN,2026-07-27,496,2026-07-27,496,11,-11,DISCREPANCY_FLAG,DISCREPANCY_FLAG - setia pada angka sumber (bukan bug impor)
SO-MG260229,FINISHING,6,,IMP-2026-SO-MG260229-FINISHING,2026-07-27,496,2026-07-27,496,0,0,COMPLETED,OK - sama dengan prod
SO-MG260230,SEWING_MAKLUN,3,AL-ITIHAD GARMENT,IMP-2026-SO-MG260230-SEWING_MAKLUN,2026-07-27,213,2026-07-27,213,213,-213,DISCREPANCY_FLAG,DISCREPANCY_FLAG - setia pada angka sumber (bukan bug impor)
SO-MG260230,WASHING,4,,IMP-2026-SO-MG260230-WASHING,2026-07-27,216,2026-07-27,216,0,0,COMPLETED,OK - sama dengan prod
SO-MG260230,FINISHING,6,,IMP-2026-SO-MG260230-FINISHING,2026-07-27,213,2026-07-27,213,0,0,COMPLETED,OK - sama dengan prod
SO-MG260231,SEWING_MAKLUN,3,AL-ITIHAD GARMENT,IMP-2026-SO-MG260231-SEWING_MAKLUN,2026-07-27,65,2026-07-27,64,65,-64,DISCREPANCY_FLAG,DISCREPANCY_FLAG - setia pada angka sumber (bukan bug impor)
SO-MG260231,WASHING,4,,IMP-2026-SO-MG260231-WASHING,2026-07-27,64,2026-07-27,64,0,0,COMPLETED,OK - sama dengan prod
SO-MG260231,FINISHING,6,,IMP-2026-SO-MG260231-FINISHING,2026-07-27,64,2026-07-27,64,0,0,COMPLETED,OK - sama dengan prod
SO-MG260232,SEWING_MAKLUN,3,AL-ITIHAD GARMENT,IMP-2026-SO-MG260232-SEWING_MAKLUN,2026-07-27,418,2026-07-27,417,418,-417,DISCREPANCY_FLAG,DISCREPANCY_FLAG - setia pada angka sumber (bukan bug impor)
SO-MG260232,WASHING,4,,IMP-2026-SO-MG260232-WASHING,2026-07-27,414,2026-07-27,414,0,0,COMPLETED,OK - sama dengan prod
SO-MG260232,FINISHING,6,,IMP-2026-SO-MG260232-FINISHING,2026-07-27,417,2026-07-27,417,0,0,COMPLETED,OK - sama dengan prod
SO-MG260233,SEWING_MAKLUN,3,AL-ITIHAD GARMENT,IMP-2026-SO-MG260233-SEWING_MAKLUN,2026-07-27,215,2026-07-27,211,215,-211,DISCREPANCY_FLAG,DISCREPANCY_FLAG - setia pada angka sumber (bukan bug impor)
SO-MG260233,WASHING,4,,IMP-2026-SO-MG260233-WASHING,2026-07-27,397,2026-07-27,397,0,0,COMPLETED,OK - sama dengan prod
SO-MG260233,FINISHING,6,,IMP-2026-SO-MG260233-FINISHING,2026-07-27,211,2026-07-27,211,0,0,COMPLETED,OK - sama dengan prod
SO-MG260234,SEWING_MAKLUN,3,AL-ITIHAD GARMENT,IMP-2026-SO-MG260234-SEWING_MAKLUN,2026-07-27,441,2026-07-27,436,441,-436,DISCREPANCY_FLAG,DISCREPANCY_FLAG - setia pada angka sumber (bukan bug impor)
SO-MG260234,WASHING,4,,IMP-2026-SO-MG260234-WASHING,2026-07-27,432,2026-07-27,432,0,0,COMPLETED,OK - sama dengan prod
SO-MG260234,FINISHING,6,,IMP-2026-SO-MG260234-FINISHING,2026-07-27,436,2026-07-27,436,0,0,COMPLETED,OK - sama dengan prod
SO-MG260235,SEWING_MAKLUN,3,AL-ITIHAD GARMENT,IMP-2026-SO-MG260235-SEWING_MAKLUN,2026-08-29,830,2026-08-29,144,817,-131,DISCREPANCY_FLAG,DISCREPANCY_FLAG - setia pada angka sumber (bukan bug impor)
SO-MG260235,FINISHING,6,,IMP-2026-SO-MG260235-FINISHING,2026-08-29,144,2026-08-29,144,0,0,COMPLETED,OK - sama dengan prod
SO-MG260236,SEWING_MAKLUN,3,AL-ITIHAD GARMENT,IMP-2026-SO-MG260236-SEWING_MAKLUN,2026-08-27,370,2026-08-27,322,26,22,DISCREPANCY_FLAG,DISCREPANCY_FLAG - setia pada angka sumber (bukan bug impor)
SO-MG260236,FINISHING,6,,IMP-2026-SO-MG260236-FINISHING,2026-08-27,322,2026-08-27,322,0,0,COMPLETED,OK - sama dengan prod
SO-MG260237,SEWING_MAKLUN,3,AL-ITIHAD GARMENT,IMP-2026-SO-MG260237-SEWING_MAKLUN,2026-08-27,250,2026-08-27,239,17,-6,DISCREPANCY_FLAG,DISCREPANCY_FLAG - setia pada angka sumber (bukan bug impor)
SO-MG260237,FINISHING,6,,IMP-2026-SO-MG260237-FINISHING,2026-08-27,239,2026-08-27,239,0,0,COMPLETED,OK - sama dengan prod
SO-MG260238,SEWING_MAKLUN,3,AL-ITIHAD GARMENT,IMP-2026-SO-MG260238-SEWING_MAKLUN,2026-08-27,376,2026-08-27,317,179,-120,DISCREPANCY_FLAG,DISCREPANCY_FLAG - setia pada angka sumber (bukan bug impor)
SO-MG260238,FINISHING,6,,IMP-2026-SO-MG260238-FINISHING,2026-08-27,317,2026-08-27,317,0,0,COMPLETED,OK - sama dengan prod
SO-MG260239,SEWING_MAKLUN,3,AL-ITIHAD GARMENT,IMP-2026-SO-MG260239-SEWING_MAKLUN,2026-08-25,880,2026-08-25,880,34,-34,DISCREPANCY_FLAG,DISCREPANCY_FLAG - setia pada angka sumber (bukan bug impor)
SO-MG260239,FINISHING,6,,IMP-2026-SO-MG260239-FINISHING,2026-08-25,880,2026-08-25,880,0,0,COMPLETED,OK - sama dengan prod
SO-MG260240,SEWING_MAKLUN,3,AL-ITIHAD GARMENT,IMP-2026-SO-MG260240-SEWING_MAKLUN,2026-08-25,322,2026-08-25,322,0,0,COMPLETED,OK - sama dengan prod
SO-MG260240,FINISHING,6,,IMP-2026-SO-MG260240-FINISHING,2026-08-25,322,2026-08-25,322,0,0,COMPLETED,OK - sama dengan prod
SO-MG260241,SEWING_MAKLUN,3,AL-ITIHAD GARMENT,IMP-2026-SO-MG260241-SEWING_MAKLUN,2026-08-25,250,2026-08-25,247,3,0,PARTIAL_RECEIVED,OK - sama dengan prod
SO-MG260241,FINISHING,6,,IMP-2026-SO-MG260241-FINISHING,2026-08-25,247,2026-08-25,247,0,0,COMPLETED,OK - sama dengan prod
SO-MG260242,SEWING_MAKLUN,3,AL-ITIHAD GARMENT,IMP-2026-SO-MG260242-SEWING_MAKLUN,2026-08-25,370,2026-08-25,362,7,1,DISCREPANCY_FLAG,DISCREPANCY_FLAG - setia pada angka sumber (bukan bug impor)
SO-MG260242,FINISHING,6,,IMP-2026-SO-MG260242-FINISHING,2026-08-25,362,2026-08-25,362,0,0,COMPLETED,OK - sama dengan prod
SO-MG260243,SEWING_MAKLUN,3,AL-ITIHAD GARMENT,IMP-2026-SO-MG260243-SEWING_MAKLUN,2026-07-27,119,2026-07-27,0,119,0,PARTIAL_RECEIVED,OK - sama dengan prod
SO-MG260244,SEWING_MAKLUN,3,AL-ITIHAD GARMENT,IMP-2026-SO-MG260244-SEWING_MAKLUN,2026-08-28,148,2026-08-28,148,148,-148,DISCREPANCY_FLAG,DISCREPANCY_FLAG - setia pada angka sumber (bukan bug impor)
SO-MG260244,WASHING,4,,IMP-2026-SO-MG260244-WASHING,2026-08-28,148,2026-08-28,148,0,0,COMPLETED,OK - sama dengan prod
SO-MG260244,FINISHING,6,,IMP-2026-SO-MG260244-FINISHING,2026-08-28,148,2026-08-28,148,0,0,COMPLETED,OK - sama dengan prod
SO-MG260245,EMBROIDERY_MENTAH,2,,IMP-2026-SO-MG260245-EMBROIDERY_MENTAH,2026-07-27,154,2026-07-27,154,0,0,COMPLETED,OK - sama dengan prod
SO-MG260245,SEWING_MAKLUN,3,MASTER PA PIAN,IMP-2026-SO-MG260245-SEWING_MAKLUN,2026-07-27,154,2026-07-27,0,154,0,PARTIAL_RECEIVED,OK - sama dengan prod
SO-MG260246,SEWING_MAKLUN,3,PAK ENGKUS,IMP-2026-SO-MG260246-SEWING_MAKLUN,2026-07-27,100,2026-07-27,0,100,0,PARTIAL_RECEIVED,OK - sama dengan prod
SO-MG260247,EMBROIDERY_MENTAH,2,,IMP-2026-SO-MG260247-EMBROIDERY_MENTAH,2026-08-11,50,2026-08-11,50,0,0,COMPLETED,OK - sama dengan prod
SO-MG260247,SEWING_MAKLUN,3,AL-ITIHAD GARMENT,IMP-2026-SO-MG260247-SEWING_MAKLUN,2026-08-11,50,2026-08-11,50,0,0,COMPLETED,OK - sama dengan prod
SO-MG260247,FINISHING,6,,IMP-2026-SO-MG260247-FINISHING,2026-08-11,50,2026-08-11,50,0,0,COMPLETED,OK - sama dengan prod
SO-MG260248,EMBROIDERY_MENTAH,2,,IMP-2026-SO-MG260248-EMBROIDERY_MENTAH,2026-08-11,130,2026-08-11,130,0,0,COMPLETED,OK - sama dengan prod
SO-MG260248,SEWING_MAKLUN,3,AL-ITIHAD GARMENT,IMP-2026-SO-MG260248-SEWING_MAKLUN,2026-08-11,130,2026-08-11,130,68,-68,DISCREPANCY_FLAG,DISCREPANCY_FLAG - setia pada angka sumber (bukan bug impor)
SO-MG260248,FINISHING,6,,IMP-2026-SO-MG260248-FINISHING,2026-08-11,130,2026-08-11,130,0,0,COMPLETED,OK - sama dengan prod
SO-MG260249,EMBROIDERY_MENTAH,2,,IMP-2026-SO-MG260249-EMBROIDERY_MENTAH,2026-08-11,114,2026-08-11,114,0,0,COMPLETED,OK - sama dengan prod
SO-MG260249,SEWING_MAKLUN,3,AL-ITIHAD GARMENT,IMP-2026-SO-MG260249-SEWING_MAKLUN,2026-08-11,114,2026-08-11,113,67,-66,DISCREPANCY_FLAG,DISCREPANCY_FLAG - setia pada angka sumber (bukan bug impor)
SO-MG260249,FINISHING,6,,IMP-2026-SO-MG260249-FINISHING,2026-08-11,113,2026-08-11,113,0,0,COMPLETED,OK - sama dengan prod
SO-MG260250,EMBROIDERY_MENTAH,2,,IMP-2026-SO-MG260250-EMBROIDERY_MENTAH,2026-08-11,189,2026-08-11,189,0,0,COMPLETED,OK - sama dengan prod
SO-MG260250,SEWING_MAKLUN,3,AL-ITIHAD GARMENT,IMP-2026-SO-MG260250-SEWING_MAKLUN,2026-08-11,189,2026-08-11,189,132,-132,DISCREPANCY_FLAG,DISCREPANCY_FLAG - setia pada angka sumber (bukan bug impor)
SO-MG260250,FINISHING,6,,IMP-2026-SO-MG260250-FINISHING,2026-08-11,189,2026-08-11,189,0,0,COMPLETED,OK - sama dengan prod
SO-MG260251,EMBROIDERY_MENTAH,2,,IMP-2026-SO-MG260251-EMBROIDERY_MENTAH,2026-08-11,117,2026-08-11,117,0,0,COMPLETED,OK - sama dengan prod
